model,input_tokens,output_tokens,cost_usd,timestamp
deepseek-chat,196,85,0.0,2026-05-16T17:03:41.429675+00:00
MiniMax-M2.7-highspeed,1227,526,0.003976,2026-05-16T17:04:04.408324+00:00
MiniMax-M2.7-highspeed,1776,762,0.005567,2026-05-16T17:06:41.710903+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T17:07:14.946702+00:00
MiniMax-M2.7-highspeed,404,174,0.000633,2026-05-16T17:07:54.207153+00:00
MiniMax-M2.7-highspeed,426,183,0.001084,2026-05-16T17:13:16.631758+00:00
deepseek-chat,370,159,0.0,2026-05-16T17:13:23.374129+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,210,91,0.0,2026-05-16T17:13:36.504476+00:00
deepseek-chat,858,369,0.0,2026-05-16T17:14:25.493131+00:00
deepseek-chat,639,275,0.0,2026-05-16T17:15:01.487166+00:00
MiniMax-M2.7-highspeed,438,188,0.000739,2026-05-16T17:16:49.128585+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,683,294,0.0,2026-05-16T17:21:20.788174+00:00
MiniMax-M2.7-highspeed,565,243,0.0015,2026-05-16T17:21:33.007559+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,767,329,0.0,2026-05-16T17:21:52.124471+00:00
MiniMax-M2.7-highspeed,1621,696,0.005254,2026-05-16T17:21:57.154662+00:00
MiniMax-M2.7-highspeed,1624,696,0.005256,2026-05-16T17:21:57.168371+00:00
deepseek-chat,658,282,0.0,2026-05-16T17:22:05.206561+00:00
MiniMax-M2.7-highspeed,1353,581,0.002261,2026-05-16T17:25:24.874439+00:00
MiniMax-M2.7-highspeed,333,144,0.000491,2026-05-16T17:27:20.493251+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,653,281,0.0,2026-05-16T17:28:42.906850+00:00
llama-3.3-70b-versatile,661,284,0.0,2026-05-16T17:28:46.878607+00:00
deepseek-chat,255,110,0.0,2026-05-16T17:29:00.729442+00:00
deepseek-chat,1206,517,0.0,2026-05-16T17:31:51.033235+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1950,836,0.0,2026-05-16T17:32:32.481181+00:00
deepseek-chat,195,84,0.0,2026-05-16T17:37:29.577732+00:00
MiniMax-M2.7-highspeed,2727,1170,0.009336,2026-05-16T17:38:21.359886+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,887,381,0.0,2026-05-16T17:41:20.336176+00:00
MiniMax-M2.7-highspeed,543,234,0.001136,2026-05-16T17:42:16.875786+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,679,292,0.0,2026-05-16T17:43:16.002948+00:00
deepseek-chat,873,375,0.0,2026-05-16T17:43:50.106502+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1124,483,0.0,2026-05-16T17:44:12.770211+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1027,441,0.0,2026-05-16T17:47:55.003828+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,522,225,0.0,2026-05-16T17:52:25.016951+00:00
deepseek-chat,458,197,0.0,2026-05-16T17:52:40.794352+00:00
MiniMax-M2.7-highspeed,1052,452,0.003322,2026-05-16T17:52:45.560074+00:00
MiniMax-M2.7-highspeed,1424,611,0.002038,2026-05-16T17:55:35.394955+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,651,279,0.0,2026-05-16T17:59:28.341158+00:00
llama-3.3-70b-versatile,730,314,0.0,2026-05-16T17:59:31.738261+00:00
MiniMax-M2.7-highspeed,551,237,0.001538,2026-05-16T17:59:38.574934+00:00
MiniMax-M2.7-highspeed,817,351,0.002492,2026-05-16T17:59:45.573489+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,515,221,0.0,2026-05-16T17:59:49.756053+00:00
deepseek-chat,1154,495,0.0,2026-05-16T18:03:28.816144+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,2285,980,0.0,2026-05-16T18:04:15.904677+00:00
MiniMax-M2.7-highspeed,362,156,0.000559,2026-05-16T18:08:53.251838+00:00
deepseek-chat,197,85,0.0,2026-05-16T18:11:27.552307+00:00
MiniMax-M2.7-highspeed,783,336,0.002443,2026-05-16T18:11:43.485502+00:00
MiniMax-M2.7-highspeed,565,243,0.000974,2026-05-16T18:12:09.484537+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,914,392,0.0,2026-05-16T18:14:32.218712+00:00
llama-3.3-70b-versatile,167,72,0.0,2026-05-16T18:14:32.926570+00:00
MiniMax-M2.7-highspeed,394,169,0.00063,2026-05-16T18:19:29.276424+00:00
deepseek-chat,925,397,0.0,2026-05-16T18:19:43.303758+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,630,271,0.0,2026-05-16T18:19:48.194356+00:00
MiniMax-M2.7-highspeed,540,232,0.001494,2026-05-16T18:19:58.707165+00:00
deepseek-chat,335,144,0.0,2026-05-16T18:20:05.167601+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,2145,920,0.0,2026-05-16T18:20:28.558397+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,903,388,0.0,2026-05-16T18:20:34.820711+00:00
MiniMax-M2.7-highspeed,1543,662,0.002458,2026-05-16T18:25:47.815130+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,605,260,0.0,2026-05-16T18:26:54.493842+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1018,437,0.0,2026-05-16T18:27:16.458492+00:00
deepseek-chat,665,286,0.0,2026-05-16T18:27:22.225025+00:00
MiniMax-M2.7-highspeed,1569,673,0.005217,2026-05-16T18:27:25.055489+00:00
MiniMax-M2.7-highspeed,396,171,0.000677,2026-05-16T18:29:57.145508+00:00
MiniMax-M2.7-highspeed,701,301,0.001693,2026-05-16T18:33:30.325324+00:00
deepseek-chat,1345,577,0.0,2026-05-16T18:36:12.930075+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,600,258,0.0,2026-05-16T18:36:17.677889+00:00
deepseek-chat,546,235,0.0,2026-05-16T18:36:38.313075+00:00
MiniMax-M2.7-highspeed,839,360,0.002468,2026-05-16T18:36:38.895999+00:00
MiniMax-M2.7-highspeed,373,160,0.00063,2026-05-16T18:40:24.342567+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,667,286,0.0,2026-05-16T18:44:14.733621+00:00
deepseek-chat,197,85,0.0,2026-05-16T18:44:39.942614+00:00
MiniMax-M2.7-highspeed,663,285,0.002016,2026-05-16T18:44:54.675341+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,914,392,0.0,2026-05-16T18:47:52.865562+00:00
llama-3.3-70b-versatile,175,75,0.0,2026-05-16T18:47:53.591872+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,539,231,0.0,2026-05-16T18:50:59.364401+00:00
MiniMax-M2.7-highspeed,262,113,0.000447,2026-05-16T18:51:04.155669+00:00
MiniMax-M2.7-highspeed,333,143,0.000804,2026-05-16T18:51:07.108175+00:00
deepseek-chat,198,86,0.0,2026-05-16T18:51:07.733137+00:00
deepseek-chat,487,209,0.0,2026-05-16T18:51:25.065173+00:00
MiniMax-M2.7-highspeed,519,223,0.001049,2026-05-16T18:53:32.446809+00:00
MiniMax-M2.7-highspeed,1610,691,0.0027,2026-05-16T18:56:04.467487+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,739,317,0.0,2026-05-16T19:01:06.169416+00:00
llama-3.3-70b-versatile,648,278,0.0,2026-05-16T19:01:08.809486+00:00
llama-3.3-70b-versatile,688,295,0.0,2026-05-16T19:01:09.510933+00:00
deepseek-chat,516,222,0.0,2026-05-16T19:01:23.975782+00:00
MiniMax-M2.7-highspeed,1139,489,0.003206,2026-05-16T19:01:29.800913+00:00
deepseek-chat,912,391,0.0,2026-05-16T19:01:55.100222+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,982,422,0.0,2026-05-16T19:06:10.563579+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1078,463,0.0,2026-05-16T19:14:54.492402+00:00
deepseek-chat,228,98,0.0,2026-05-16T19:18:01.754612+00:00
MiniMax-M2.7-highspeed,1360,583,0.00445,2026-05-16T19:18:31.870954+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T19:21:36.371985+00:00
llama-3.3-70b-versatile,167,72,0.0,2026-05-16T19:21:37.085488+00:00
MiniMax-M2.7-highspeed,394,170,0.000674,2026-05-16T19:22:16.235786+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,641,275,0.0,2026-05-16T19:22:20.078890+00:00
deepseek-chat,728,312,0.0,2026-05-16T19:22:49.838065+00:00
MiniMax-M2.7-highspeed,501,215,0.000744,2026-05-16T19:26:13.587952+00:00
MiniMax-M2.7-highspeed,1674,718,0.00225,2026-05-16T19:26:14.040809+00:00
MiniMax-M2.7-highspeed,626,269,0.001796,2026-05-16T19:30:05.319545+00:00
deepseek-chat,617,265,0.0,2026-05-16T19:30:16.934802+00:00
deepseek-chat,313,135,0.0,2026-05-16T19:33:07.795073+00:00
MiniMax-M2.7-highspeed,454,196,0.000885,2026-05-16T19:35:46.035002+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,539,231,0.0,2026-05-16T19:38:36.295707+00:00
deepseek-chat,224,96,0.0,2026-05-16T19:38:44.931701+00:00
MiniMax-M2.7-highspeed,697,299,0.002018,2026-05-16T19:38:51.574014+00:00
MiniMax-M2.7-highspeed,807,347,0.002481,2026-05-16T19:38:56.305702+00:00
MiniMax-M2.7-highspeed,1610,690,0.005246,2026-05-16T19:39:12.562186+00:00
MiniMax-M2.7-highspeed,494,212,0.001063,2026-05-16T19:43:16.893233+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,564,243,0.0,2026-05-16T19:49:46.600961+00:00
llama-3.3-70b-versatile,396,171,0.0,2026-05-16T19:49:48.767998+00:00
MiniMax-M2.7-highspeed,493,212,0.001326,2026-05-16T19:49:56.627095+00:00
MiniMax-M2.7-highspeed,648,278,0.001847,2026-05-16T19:50:01.091109+00:00
deepseek-chat,480,206,0.0,2026-05-16T19:50:03.883967+00:00
MiniMax-M2.7-highspeed,952,409,0.002919,2026-05-16T19:50:07.652509+00:00
deepseek-chat,211,91,0.0,2026-05-16T19:51:44.766068+00:00
MiniMax-M2.7-highspeed,2048,879,0.006909,2026-05-16T19:52:30.579108+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,852,366,0.0,2026-05-16T19:53:28.283685+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,640,275,0.0,2026-05-16T19:56:23.845872+00:00
MiniMax-M2.7-highspeed,1823,782,0.002749,2026-05-16T19:56:26.881064+00:00
deepseek-chat,338,146,0.0,2026-05-16T19:56:36.650093+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,340,147,0.0,2026-05-16T19:56:45.914476+00:00
MiniMax-M2.7-highspeed,448,192,0.000794,2026-05-16T20:03:00.161809+00:00
MiniMax-M2.7-highspeed,590,254,0.001298,2026-05-16T20:04:54.951107+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,595,255,0.0,2026-05-16T20:05:09.190765+00:00
MiniMax-M2.7-highspeed,728,313,0.002043,2026-05-16T20:05:24.621419+00:00
deepseek-chat,488,210,0.0,2026-05-16T20:05:26.503815+00:00
deepseek-chat,730,314,0.0,2026-05-16T20:05:53.286576+00:00
MiniMax-M2.7-highspeed,1637,702,0.005265,2026-05-16T20:05:53.668989+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,2557,1096,0.0,2026-05-16T20:06:08.513386+00:00
MiniMax-M2.7-highspeed,568,244,0.001314,2026-05-16T20:09:08.648138+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,483,208,0.0,2026-05-16T20:13:41.433559+00:00
llama-3.3-70b-versatile,312,135,0.0,2026-05-16T20:13:43.033347+00:00
MiniMax-M2.7-highspeed,944,405,0.002882,2026-05-16T20:14:01.168194+00:00
deepseek-chat,709,304,0.0,2026-05-16T20:14:30.078059+00:00
MiniMax-M2.7-highspeed,3126,1341,0.010397,2026-05-16T20:16:08.833887+00:00
deepseek-chat,175,75,0.0,2026-05-16T20:23:35.453269+00:00
MiniMax-M2.7-highspeed,1147,492,0.003691,2026-05-16T20:23:57.686674+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T20:24:54.573761+00:00
MiniMax-M2.7-highspeed,1601,687,0.002526,2026-05-16T20:26:38.319982+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,596,256,0.0,2026-05-16T20:32:58.041302+00:00
MiniMax-M2.7-highspeed,565,243,0.00156,2026-05-16T20:33:09.138755+00:00
deepseek-chat,835,359,0.0,2026-05-16T20:33:32.352840+00:00
MiniMax-M2.7-highspeed,1587,681,0.00523,2026-05-16T20:33:36.666182+00:00
MiniMax-M2.7-highspeed,597,257,0.001089,2026-05-16T20:34:34.690783+00:00
deepseek-chat,690,297,0.0,2026-05-16T20:34:39.098889+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,607,261,0.0,2026-05-16T20:42:45.331527+00:00
llama-3.3-70b-versatile,401,173,0.0,2026-05-16T20:42:47.272182+00:00
MiniMax-M2.7-highspeed,640,275,0.001829,2026-05-16T20:42:58.583748+00:00
deepseek-chat,468,202,0.0,2026-05-16T20:43:03.092483+00:00
deepseek-chat,350,151,0.0,2026-05-16T20:43:12.998536+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,548,235,0.0,2026-05-16T20:49:48.932594+00:00
MiniMax-M2.7-highspeed,482,208,0.001291,2026-05-16T20:49:57.918520+00:00
deepseek-chat,476,205,0.0,2026-05-16T20:50:05.088738+00:00
deepseek-chat,723,311,0.0,2026-05-16T20:50:32.241988+00:00
deepseek-chat,553,238,0.0,2026-05-16T20:53:10.698267+00:00
deepseek-chat,342,147,0.0,2026-05-16T20:53:21.088638+00:00
deepseek-chat,363,156,0.0,2026-05-16T20:53:30.151964+00:00
deepseek-chat,158,68,0.0,2026-05-16T20:55:00.196132+00:00
MiniMax-M2.7-highspeed,1159,497,0.003734,2026-05-16T20:55:22.850583+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T20:56:10.408415+00:00
MiniMax-M2.7-highspeed,1544,663,0.002462,2026-05-16T20:56:50.733049+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,963,413,0.0,2026-05-16T21:02:43.272759+00:00
MiniMax-M2.7-highspeed,524,225,0.001066,2026-05-16T21:06:07.969225+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,913,392,0.0,2026-05-16T21:10:41.608442+00:00
MiniMax-M2.7-highspeed,463,199,0.000519,2026-05-16T21:16:57.227265+00:00
llama-3.3-70b-versatile,609,261,0.0,2026-05-16T21:18:11.580557+00:00
MiniMax-M2.7-highspeed,518,222,0.001456,2026-05-16T21:18:21.838824+00:00
MiniMax-M2.7-highspeed,705,303,0.002138,2026-05-16T21:18:25.590644+00:00
deepseek-chat,812,348,0.0,2026-05-16T21:18:39.890700+00:00
MiniMax-M2.7-highspeed,1292,555,0.004185,2026-05-16T21:18:39.917435+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,689,296,0.0,2026-05-16T21:18:49.435571+00:00
deepseek-chat,198,85,0.0,2026-05-16T21:26:17.618509+00:00
MiniMax-M2.7-highspeed,1051,451,0.003401,2026-05-16T21:26:41.030477+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,728,313,0.0,2026-05-16T21:26:44.847957+00:00
deepseek-chat,233,100,0.0,2026-05-16T21:26:52.835977+00:00
MiniMax-M2.7-highspeed,1187,509,0.001922,2026-05-16T21:27:02.158359+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,599,258,0.0,2026-05-16T21:27:11.547403+00:00
MiniMax-M2.7-highspeed,457,196,0.000893,2026-05-16T21:27:22.330442+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,791,339,0.0,2026-05-16T21:27:24.981653+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,564,242,0.0,2026-05-16T21:33:21.202197+00:00
MiniMax-M2.7-highspeed,518,222,0.001118,2026-05-16T21:33:21.342316+00:00
MiniMax-M2.7-highspeed,292,126,0.000691,2026-05-16T21:33:27.898920+00:00
MiniMax-M2.7-highspeed,410,176,0.001165,2026-05-16T21:33:31.860759+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,469,202,0.0,2026-05-16T21:33:44.207103+00:00
deepseek-chat,654,281,0.0,2026-05-16T21:33:51.664431+00:00
deepseek-chat,753,324,0.0,2026-05-16T21:34:58.387422+00:00
llama-3.3-70b-versatile,305,132,0.0,2026-05-16T21:46:08.184049+00:00
deepseek-chat,248,107,0.0,2026-05-16T21:46:16.506930+00:00
MiniMax-M2.7-highspeed,882,378,0.002748,2026-05-16T21:46:26.838508+00:00
MiniMax-M2.7-highspeed,896,385,0.002391,2026-05-16T21:48:13.008838+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,585,251,0.0,2026-05-16T21:54:39.138017+00:00
deepseek-chat,367,158,0.0,2026-05-16T21:54:52.620938+00:00
MiniMax-M2.7-highspeed,1492,640,0.002788,2026-05-16T21:57:17.283287+00:00
deepseek-chat,207,89,0.0,2026-05-16T21:57:32.416013+00:00
MiniMax-M2.7-highspeed,898,385,0.002854,2026-05-16T21:57:51.082792+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,868,373,0.0,2026-05-16T21:58:42.838556+00:00
MiniMax-M2.7-highspeed,712,306,0.001935,2026-05-16T22:04:41.340060+00:00
deepseek-chat,1029,442,0.0,2026-05-16T22:04:57.501117+00:00
MiniMax-M2.7-highspeed,450,193,0.000892,2026-05-16T22:08:59.008975+00:00
llama-3.3-70b-versatile,669,288,0.0,2026-05-16T22:12:58.956333+00:00
deepseek-chat,259,111,0.0,2026-05-16T22:13:02.435140+00:00
MiniMax-M2.7-highspeed,986,423,0.003044,2026-05-16T22:13:12.214167+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,603,259,0.0,2026-05-16T22:13:25.804791+00:00
MiniMax-M2.7-highspeed,1598,685,0.005237,2026-05-16T22:13:28.102847+00:00
deepseek-chat,783,336,0.0,2026-05-16T22:13:32.685116+00:00
MiniMax-M2.7-highspeed,450,193,0.000802,2026-05-16T22:19:24.097188+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,665,285,0.0,2026-05-16T22:21:13.356419+00:00
MiniMax-M2.7-highspeed,514,221,0.00119,2026-05-16T22:21:24.426642+00:00
deepseek-chat,449,193,0.0,2026-05-16T22:21:28.989140+00:00
MiniMax-M2.7-highspeed,1580,678,0.005225,2026-05-16T22:21:49.202556+00:00
deepseek-chat,770,331,0.0,2026-05-16T22:21:58.836491+00:00
MiniMax-M2.7-highspeed,1190,511,0.001939,2026-05-16T22:27:27.843983+00:00
deepseek-chat,206,89,0.0,2026-05-16T22:28:50.250551+00:00
MiniMax-M2.7-highspeed,770,331,0.002345,2026-05-16T22:29:05.911201+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T22:29:51.864793+00:00
MiniMax-M2.7-highspeed,487,210,0.001002,2026-05-16T22:33:54.596868+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,499,215,0.0,2026-05-16T22:34:43.012574+00:00
deepseek-chat,1083,465,0.0,2026-05-16T22:35:15.376807+00:00
MiniMax-M2.7-highspeed,408,175,0.000726,2026-05-16T22:40:04.633856+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,753,324,0.0,2026-05-16T22:52:38.848612+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,454,196,0.0,2026-05-16T22:52:52.236487+00:00
MiniMax-M2.7-highspeed,510,220,0.001013,2026-05-16T22:54:45.121959+00:00
MiniMax-M2.7-highspeed,1971,845,0.003934,2026-05-16T22:57:52.180663+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,651,279,0.0,2026-05-16T22:59:26.525804+00:00
MiniMax-M2.7-highspeed,279,120,0.000634,2026-05-16T22:59:32.090094+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,543,233,0.0,2026-05-16T22:59:35.213338+00:00
MiniMax-M2.7-highspeed,496,213,0.001349,2026-05-16T22:59:36.317398+00:00
MiniMax-M2.7-highspeed,491,211,0.001341,2026-05-16T22:59:37.203047+00:00
deepseek-chat,813,349,0.0,2026-05-16T22:59:59.191670+00:00
deepseek-chat,210,91,0.0,2026-05-16T23:00:06.161431+00:00
MiniMax-M2.7-highspeed,1015,436,0.003221,2026-05-16T23:00:30.417515+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,616,265,0.0,2026-05-16T23:01:16.645770+00:00
MiniMax-M2.7-highspeed,2125,912,0.006729,2026-05-16T23:05:40.553350+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,742,319,0.0,2026-05-16T23:16:09.754122+00:00
MiniMax-M2.7-highspeed,237,103,0.000392,2026-05-16T23:16:14.434054+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,618,266,0.0,2026-05-16T23:16:25.719289+00:00
deepseek-chat,484,208,0.0,2026-05-16T23:16:30.080388+00:00
MiniMax-M2.7-highspeed,1222,525,0.00203,2026-05-16T23:28:03.558813+00:00
deepseek-chat,196,85,0.0,2026-05-16T23:31:23.631472+00:00
MiniMax-M2.7-highspeed,1551,666,0.005137,2026-05-16T23:31:53.665410+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,611,263,0.0,2026-05-16T23:32:37.860151+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,616,265,0.0,2026-05-16T23:33:36.687973+00:00
deepseek-chat,395,170,0.0,2026-05-16T23:33:57.889131+00:00
MiniMax-M2.7-highspeed,383,165,0.00063,2026-05-16T23:36:31.951360+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,511,220,0.0,2026-05-16T23:41:32.921952+00:00
deepseek-chat,527,227,0.0,2026-05-16T23:41:52.694287+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1489,639,0.0,2026-05-16T23:41:58.780115+00:00
deepseek-chat,227,98,0.0,2026-05-16T23:41:59.240210+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1576,676,0.0,2026-05-16T23:42:11.116812+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1031,443,0.0,2026-05-16T23:50:16.250822+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,482,207,0.0,2026-05-16T23:50:34.177502+00:00
MiniMax-M2.7-highspeed,1083,465,0.001556,2026-05-16T23:58:11.740019+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,820,352,0.0,2026-05-16T23:58:51.685756+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,430,185,0.0,2026-05-16T23:59:04.352116+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,897,385,0.0,2026-05-17T00:01:27.694540+00:00
deepseek-chat,181,78,0.0,2026-05-17T00:02:44.215818+00:00
MiniMax-M2.7-highspeed,1729,741,0.005363,2026-05-17T00:02:58.316147+00:00
MiniMax-M2.7-highspeed,978,420,0.003141,2026-05-17T00:03:07.856058+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,688,296,0.0,2026-05-17T00:05:03.223365+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,584,251,0.0,2026-05-17T00:10:49.557078+00:00
MiniMax-M2.7-highspeed,321,138,0.000789,2026-05-17T00:10:56.427849+00:00
deepseek-chat,273,118,0.0,2026-05-17T00:11:01.105793+00:00
MiniMax-M2.7-highspeed,615,264,0.001737,2026-05-17T00:11:05.790848+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,249,107,0.0,2026-05-17T00:11:23.008329+00:00
MiniMax-M2.7-highspeed,1272,546,0.002067,2026-05-17T00:15:53.273907+00:00
llama-3.3-70b-versatile,530,228,0.0,2026-05-17T00:18:05.243468+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,586,252,0.0,2026-05-17T00:21:20.222522+00:00
llama-3.3-70b-versatile,779,335,0.0,2026-05-17T00:21:23.036106+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,266,115,0.0,2026-05-17T00:21:24.917728+00:00
deepseek-chat,75,33,0.0,2026-05-17T00:21:26.544262+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,590,253,0.0,2026-05-17T00:28:48.925699+00:00
deepseek-chat,311,134,0.0,2026-05-17T00:29:00.817296+00:00
MiniMax-M2.7-highspeed,292,126,0.000575,2026-05-17T00:36:41.105965+00:00
deepseek-chat,437,188,0.0,2026-05-17T00:36:52.649931+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,401,172,0.0,2026-05-17T00:36:54.015380+00:00
MiniMax-M2.7-highspeed,1573,675,0.00522,2026-05-17T00:37:10.133385+00:00
deepseek-chat,193,83,0.0,2026-05-17T00:45:18.571055+00:00
MiniMax-M2.7-highspeed,673,289,0.002051,2026-05-17T00:45:34.814140+00:00
MiniMax-M2.7-highspeed,1416,607,0.001996,2026-05-17T00:46:03.944168+00:00
MiniMax-M2.7-highspeed,686,294,0.001404,2026-05-17T00:46:09.172712+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-17T00:48:14.794152+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,700,300,0.0,2026-05-17T00:49:54.523094+00:00
deepseek-chat,284,122,0.0,2026-05-17T00:50:04.103637+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1397,600,0.0,2026-05-17T00:50:29.343825+00:00
MiniMax-M2.7-highspeed,1628,698,0.005259,2026-05-17T00:50:42.357435+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,830,357,0.0,2026-05-17T00:57:23.234087+00:00
llama-3.3-70b-versatile,504,217,0.0,2026-05-17T00:57:26.118732+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,215,93,0.0,2026-05-17T00:57:29.413961+00:00
deepseek-chat,595,255,0.0,2026-05-17T00:57:46.751761+00:00
MiniMax-M2.7-highspeed,1608,690,0.005245,2026-05-17T00:57:53.964997+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,851,366,0.0,2026-05-17T01:05:58.602886+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,448,193,0.0,2026-05-17T01:06:02.305807+00:00
MiniMax-M2.7-highspeed,705,303,0.00187,2026-05-17T01:15:49.884225+00:00
MiniMax-M2.7-highspeed,2096,899,0.003489,2026-05-17T01:16:42.735946+00:00
MiniMax-M2.7-highspeed,1143,490,0.003216,2026-05-17T01:17:09.522999+00:00
MiniMax-M2.7-highspeed,557,239,0.001178,2026-05-17T01:17:42.901162+00:00
deepseek-chat,190,82,0.0,2026-05-17T01:18:22.147446+00:00
MiniMax-M2.7-highspeed,3779,1620,0.0127,2026-05-17T01:18:26.439829+00:00
llama-3.3-70b-versatile,162,70,0.0,2026-05-17T01:18:44.842793+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,363,156,0.0,2026-05-17T01:19:01.167794+00:00
MiniMax-M2.7-highspeed,2153,923,0.007282,2026-05-17T01:19:03.566848+00:00
deepseek-chat,668,287,0.0,2026-05-17T01:19:11.093543+00:00
deepseek-chat,796,342,0.0,2026-05-17T01:20:23.384981+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,514,221,0.0,2026-05-17T01:21:05.651840+00:00
MiniMax-M2.7-highspeed,552,237,0.000837,2026-05-17T01:28:21.863115+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,625,269,0.0,2026-05-17T01:29:16.195262+00:00
