model,input_tokens,output_tokens,cost_usd,timestamp
nvidia/nemotron-3-super-120b-a12b-20230311:free,561,241,0.0,2026-05-16T08:46:57.635406+00:00
llama-3.3-70b-versatile,743,319,0.0,2026-05-16T08:47:00.603874+00:00
deepseek-chat,609,262,0.0,2026-05-16T08:47:21.871494+00:00
MiniMax-M2.7-highspeed,1128,484,0.003502,2026-05-16T08:47:28.667772+00:00
deepseek-chat,783,336,0.0,2026-05-16T08:47:56.265789+00:00
MiniMax-M2.7-highspeed,2466,1058,0.003712,2026-05-16T08:50:36.917711+00:00
llama-3.3-70b-versatile,772,332,0.0,2026-05-16T08:52:47.834202+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,707,303,0.0,2026-05-16T08:58:07.895104+00:00
llama-3.3-70b-versatile,92,40,0.0,2026-05-16T08:58:08.800456+00:00
deepseek-chat,217,93,0.0,2026-05-16T08:58:17.542659+00:00
deepseek-chat,541,233,0.0,2026-05-16T08:58:37.649583+00:00
MiniMax-M2.7-highspeed,480,207,0.000891,2026-05-16T09:03:11.102388+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1054,453,0.0,2026-05-16T09:10:09.114614+00:00
deepseek-chat,559,240,0.0,2026-05-16T09:11:14.554368+00:00
deepseek-chat,204,88,0.0,2026-05-16T09:11:24.449911+00:00
deepseek-chat,248,107,0.0,2026-05-16T09:11:35.739637+00:00
MiniMax-M2.7-highspeed,470,202,0.000874,2026-05-16T09:13:37.604267+00:00
MiniMax-M2.7-highspeed,754,324,0.002341,2026-05-16T09:14:42.125567+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,562,241,0.0,2026-05-16T09:15:15.639908+00:00
llama-3.3-70b-versatile,427,184,0.0,2026-05-16T09:15:17.547108+00:00
deepseek-chat,203,87,0.0,2026-05-16T09:15:22.592716+00:00
MiniMax-M2.7-highspeed,967,415,0.003029,2026-05-16T09:15:44.067010+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,515,221,0.0,2026-05-16T09:15:47.042731+00:00
llama-3.3-70b-versatile,602,259,0.0,2026-05-16T09:17:44.781758+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,839,360,0.0,2026-05-16T09:17:55.702232+00:00
llama-3.3-70b-versatile,177,76,0.0,2026-05-16T09:17:56.267680+00:00
MiniMax-M2.7-highspeed,1579,677,0.002596,2026-05-16T09:20:52.901703+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1054,453,0.0,2026-05-16T09:23:39.350599+00:00
MiniMax-M2.7-highspeed,413,178,0.000742,2026-05-16T09:24:05.152263+00:00
MiniMax-M2.7-highspeed,683,293,0.001394,2026-05-16T09:30:33.372946+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,618,265,0.0,2026-05-16T09:31:12.625457+00:00
MiniMax-M2.7-highspeed,555,239,0.001207,2026-05-16T09:36:46.385119+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,665,285,0.0,2026-05-16T09:37:37.569401+00:00
llama-3.3-70b-versatile,449,193,0.0,2026-05-16T09:37:40.575012+00:00
MiniMax-M2.7-highspeed,1544,663,0.005199,2026-05-16T09:38:21.267139+00:00
MiniMax-M2.7-highspeed,397,171,0.000718,2026-05-16T09:44:51.014825+00:00
MiniMax-M2.7-highspeed,730,314,0.002256,2026-05-16T09:48:13.870696+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,806,346,0.0,2026-05-16T09:49:36.120803+00:00
llama-3.3-70b-versatile,175,76,0.0,2026-05-16T09:49:36.640075+00:00
MiniMax-M2.7-highspeed,1836,787,0.002829,2026-05-16T09:51:08.456710+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,590,253,0.0,2026-05-16T09:51:33.064858+00:00
llama-3.3-70b-versatile,289,125,0.0,2026-05-16T09:51:34.726826+00:00
deepseek-chat,253,109,0.0,2026-05-16T09:51:42.440394+00:00
MiniMax-M2.7-highspeed,494,213,0.001199,2026-05-16T09:51:43.002624+00:00
llama-3.3-70b-versatile,550,236,0.0,2026-05-16T09:55:21.229852+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,572,246,0.0,2026-05-16T09:59:40.160813+00:00
MiniMax-M2.7-highspeed,656,282,0.001859,2026-05-16T09:59:56.478378+00:00
deepseek-chat,538,231,0.0,2026-05-16T09:59:58.953151+00:00
deepseek-chat,801,344,0.0,2026-05-16T10:00:29.721084+00:00
deepseek-chat,366,158,0.0,2026-05-16T10:00:40.406922+00:00
llama-3.3-70b-versatile,528,227,0.0,2026-05-16T10:02:36.018347+00:00
deepseek-chat,198,86,0.0,2026-05-16T10:02:39.804407+00:00
MiniMax-M2.7-highspeed,556,239,0.001615,2026-05-16T10:02:46.782335+00:00
MiniMax-M2.7-highspeed,631,271,0.001863,2026-05-16T10:02:51.096656+00:00
MiniMax-M2.7-highspeed,1570,673,0.005217,2026-05-16T10:03:09.427564+00:00
MiniMax-M2.7-highspeed,1568,672,0.005216,2026-05-16T10:03:16.781535+00:00
MiniMax-M2.7-highspeed,1572,674,0.005219,2026-05-16T10:03:17.808621+00:00
llama-3.3-70b-versatile,746,320,0.0,2026-05-16T10:04:08.951610+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,703,302,0.0,2026-05-16T10:12:50.496766+00:00
llama-3.3-70b-versatile,512,220,0.0,2026-05-16T10:12:54.491933+00:00
MiniMax-M2.7-highspeed,425,183,0.001122,2026-05-16T10:12:59.839081+00:00
deepseek-chat,420,180,0.0,2026-05-16T10:13:06.108512+00:00
MiniMax-M2.7-highspeed,1248,536,0.004016,2026-05-16T10:13:21.180998+00:00
MiniMax-M2.7-highspeed,1595,684,0.005235,2026-05-16T10:13:32.626392+00:00
deepseek-chat,693,298,0.0,2026-05-16T10:13:33.225468+00:00
llama-3.3-70b-versatile,539,232,0.0,2026-05-16T10:14:51.413991+00:00
MiniMax-M2.7-highspeed,900,386,0.002807,2026-05-16T10:19:56.923900+00:00
MiniMax-M2.7-highspeed,1181,507,0.001864,2026-05-16T10:21:19.757899+00:00
llama-3.3-70b-versatile,176,76,0.0,2026-05-16T10:21:39.403070+00:00
MiniMax-M2.7-highspeed,435,187,0.000827,2026-05-16T10:25:21.240291+00:00
deepseek-chat,263,114,0.0,2026-05-16T10:28:19.394393+00:00
deepseek-chat,146,63,0.0,2026-05-16T10:28:27.136123+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,963,414,0.0,2026-05-16T10:29:11.765875+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,758,325,0.0,2026-05-16T10:30:55.224052+00:00
MiniMax-M2.7-highspeed,401,172,0.000692,2026-05-16T10:36:03.553170+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,699,300,0.0,2026-05-16T10:42:16.975431+00:00
MiniMax-M2.7-highspeed,455,196,0.000896,2026-05-16T10:42:19.463857+00:00
MiniMax-M2.7-highspeed,545,234,0.001588,2026-05-16T10:42:31.381917+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,905,388,0.0,2026-05-16T10:42:48.957484+00:00
deepseek-chat,770,330,0.0,2026-05-16T10:42:58.970402+00:00
MiniMax-M2.7-highspeed,1903,816,0.003795,2026-05-16T10:51:47.200589+00:00
MiniMax-M2.7-highspeed,1009,433,0.003197,2026-05-16T10:51:59.923835+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,994,427,0.0,2026-05-16T10:53:54.750264+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,714,306,0.0,2026-05-16T10:54:13.544258+00:00
llama-3.3-70b-versatile,167,72,0.0,2026-05-16T10:55:22.106589+00:00
MiniMax-M2.7-highspeed,546,234,0.001138,2026-05-16T10:57:22.791771+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,892,383,0.0,2026-05-16T11:05:40.953705+00:00
llama-3.3-70b-versatile,103,45,0.0,2026-05-16T11:05:41.964005+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,532,228,0.0,2026-05-16T11:06:02.427049+00:00
MiniMax-M2.7-highspeed,996,427,0.00318,2026-05-16T11:06:08.105729+00:00
llama-3.3-70b-versatile,540,232,0.0,2026-05-16T11:07:51.422552+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,811,348,0.0,2026-05-16T11:13:49.321030+00:00
llama-3.3-70b-versatile,487,209,0.0,2026-05-16T11:13:52.562350+00:00
deepseek-chat,767,330,0.0,2026-05-16T11:14:50.168463+00:00
deepseek-chat,734,315,0.0,2026-05-16T11:16:31.097532+00:00
MiniMax-M2.7-highspeed,429,185,0.000671,2026-05-16T11:18:18.412703+00:00
MiniMax-M2.7-highspeed,1422,610,0.002568,2026-05-16T11:22:02.685715+00:00
llama-3.3-70b-versatile,373,160,0.0,2026-05-16T11:23:20.146272+00:00
MiniMax-M2.7-highspeed,762,327,0.002384,2026-05-16T11:23:37.628253+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,314,135,0.0,2026-05-16T11:23:38.625358+00:00
MiniMax-M2.7-highspeed,971,417,0.003116,2026-05-16T11:23:43.511112+00:00
MiniMax-M2.7-highspeed,942,405,0.003002,2026-05-16T11:23:43.514937+00:00
deepseek-chat,764,328,0.0,2026-05-16T11:23:49.174644+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,591,254,0.0,2026-05-16T11:24:08.557383+00:00
llama-3.3-70b-versatile,470,202,0.0,2026-05-16T11:24:11.097205+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,429,184,0.0,2026-05-16T11:24:24.451937+00:00
MiniMax-M2.7-highspeed,620,266,0.001841,2026-05-16T11:24:24.608745+00:00
MiniMax-M2.7-highspeed,1323,567,0.004319,2026-05-16T11:25:50.481976+00:00
MiniMax-M2.7-highspeed,382,165,0.000652,2026-05-16T11:28:41.865332+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,835,358,0.0,2026-05-16T11:29:07.773561+00:00
llama-3.3-70b-versatile,167,72,0.0,2026-05-16T11:29:08.309119+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,727,312,0.0,2026-05-16T11:31:27.791977+00:00
llama-3.3-70b-versatile,554,238,0.0,2026-05-16T11:31:30.370763+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,378,163,0.0,2026-05-16T11:31:34.608974+00:00
MiniMax-M2.7-highspeed,798,342,0.002282,2026-05-16T11:31:41.497426+00:00
MiniMax-M2.7-highspeed,816,351,0.002368,2026-05-16T11:31:44.398267+00:00
deepseek-chat,611,262,0.0,2026-05-16T11:31:50.238612+00:00
deepseek-chat,862,370,0.0,2026-05-16T11:32:21.008146+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,684,294,0.0,2026-05-16T11:38:56.413613+00:00
llama-3.3-70b-versatile,904,388,0.0,2026-05-16T11:39:04.582341+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,604,260,0.0,2026-05-16T11:45:49.527264+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1055,453,0.0,2026-05-16T11:52:00.828655+00:00
MiniMax-M2.7-highspeed,1518,651,0.002584,2026-05-16T11:52:19.104398+00:00
MiniMax-M2.7-highspeed,1588,681,0.005267,2026-05-16T11:59:39.498723+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,570,245,0.0,2026-05-16T12:02:06.005971+00:00
llama-3.3-70b-versatile,168,73,0.0,2026-05-16T12:02:07.145702+00:00
deepseek-chat,161,69,0.0,2026-05-16T12:02:12.561518+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T12:02:57.812040+00:00
llama-3.3-70b-versatile,175,76,0.0,2026-05-16T12:02:58.301881+00:00
llama-3.3-70b-versatile,233,101,0.0,2026-05-16T12:10:05.276025+00:00
deepseek-chat,372,160,0.0,2026-05-16T12:10:18.318559+00:00
MiniMax-M2.7-highspeed,685,294,0.00204,2026-05-16T12:10:23.433215+00:00
MiniMax-M2.7-highspeed,721,310,0.002227,2026-05-16T12:10:23.945390+00:00
MiniMax-M2.7-highspeed,251,108,0.00058,2026-05-16T12:18:11.353475+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,519,223,0.0,2026-05-16T12:18:27.371094+00:00
MiniMax-M2.7-highspeed,895,384,0.002876,2026-05-16T12:18:31.671051+00:00
deepseek-chat,718,309,0.0,2026-05-16T12:18:33.584559+00:00
MiniMax-M2.7-highspeed,1475,633,0.004972,2026-05-16T12:18:38.631242+00:00
deepseek-chat,765,329,0.0,2026-05-16T12:19:04.455804+00:00
MiniMax-M2.7-highspeed,2137,916,0.003881,2026-05-16T12:22:45.077091+00:00
llama-3.3-70b-versatile,577,248,0.0,2026-05-16T12:25:42.375061+00:00
llama-3.3-70b-versatile,501,215,0.0,2026-05-16T12:30:26.696887+00:00
deepseek-chat,172,75,0.0,2026-05-16T12:33:04.847325+00:00
MiniMax-M2.7-highspeed,971,417,0.003116,2026-05-16T12:33:24.761690+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T12:34:53.809661+00:00
llama-3.3-70b-versatile,175,76,0.0,2026-05-16T12:34:54.418606+00:00
llama-3.3-70b-versatile,652,280,0.0,2026-05-16T12:37:57.686507+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,965,414,0.0,2026-05-16T12:42:53.887055+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,511,220,0.0,2026-05-16T12:43:13.415381+00:00
MiniMax-M2.7-highspeed,478,206,0.000884,2026-05-16T12:51:04.102622+00:00
MiniMax-M2.7-highspeed,1875,805,0.003502,2026-05-16T12:53:08.154787+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,597,256,0.0,2026-05-16T12:54:57.596447+00:00
deepseek-chat,203,88,0.0,2026-05-16T12:55:04.221399+00:00
MiniMax-M2.7-highspeed,516,222,0.001039,2026-05-16T12:59:07.506827+00:00
deepseek-chat,198,85,0.0,2026-05-16T13:05:02.512226+00:00
MiniMax-M2.7-highspeed,1092,469,0.003494,2026-05-16T13:05:27.738386+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,923,396,0.0,2026-05-16T13:06:13.943868+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,721,309,0.0,2026-05-16T13:06:26.255617+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T13:07:52.899939+00:00
llama-3.3-70b-versatile,175,76,0.0,2026-05-16T13:07:53.387412+00:00
MiniMax-M2.7-highspeed,358,154,0.000544,2026-05-16T13:11:20.963929+00:00
llama-3.3-70b-versatile,326,141,0.0,2026-05-16T13:12:39.589993+00:00
deepseek-chat,220,95,0.0,2026-05-16T13:12:46.388618+00:00
deepseek-chat,392,168,0.0,2026-05-16T13:13:00.998338+00:00
MiniMax-M2.7-highspeed,970,416,0.003117,2026-05-16T13:13:02.232660+00:00
MiniMax-M2.7-highspeed,1100,472,0.003582,2026-05-16T13:13:04.862598+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1256,539,0.0,2026-05-16T13:13:08.901622+00:00
MiniMax-M2.7-highspeed,1544,662,0.005199,2026-05-16T13:13:12.587606+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,655,282,0.0,2026-05-16T13:13:26.513485+00:00
MiniMax-M2.7-highspeed,1250,536,0.003991,2026-05-16T13:13:57.794992+00:00
deepseek-chat,504,217,0.0,2026-05-16T13:14:03.492393+00:00
deepseek-chat,508,218,0.0,2026-05-16T13:14:51.989857+00:00
deepseek-chat,93,40,0.0,2026-05-16T13:18:57.178162+00:00
deepseek-chat,441,190,0.0,2026-05-16T13:19:16.916144+00:00
MiniMax-M2.7-highspeed,544,234,0.001167,2026-05-16T13:20:07.192049+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,971,417,0.0,2026-05-16T13:22:45.231270+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,664,285,0.0,2026-05-16T13:22:59.992987+00:00
MiniMax-M2.7-highspeed,1296,556,0.002114,2026-05-16T13:23:21.796820+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,599,257,0.0,2026-05-16T13:29:22.669197+00:00
MiniMax-M2.7-highspeed,388,167,0.000686,2026-05-16T13:29:49.778454+00:00
deepseek-chat,826,354,0.0,2026-05-16T13:29:54.153384+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,389,167,0.0,2026-05-16T13:29:55.676223+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,993,426,0.0,2026-05-16T13:37:45.331924+00:00
deepseek-chat,201,87,0.0,2026-05-16T13:38:00.578710+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,545,234,0.0,2026-05-16T13:38:13.459950+00:00
MiniMax-M2.7-highspeed,930,400,0.002917,2026-05-16T13:38:19.527481+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,896,385,0.0,2026-05-16T13:41:05.497511+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T13:42:20.011097+00:00
llama-3.3-70b-versatile,175,76,0.0,2026-05-16T13:42:20.521214+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,705,303,0.0,2026-05-16T13:49:27.393251+00:00
deepseek-chat,773,332,0.0,2026-05-16T13:50:17.597780+00:00
deepseek-chat,778,334,0.0,2026-05-16T13:52:26.199430+00:00
MiniMax-M2.7-highspeed,1726,740,0.003131,2026-05-16T13:53:38.466732+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,619,266,0.0,2026-05-16T13:58:34.702877+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,359,154,0.0,2026-05-16T13:58:42.358693+00:00
deepseek-chat,255,110,0.0,2026-05-16T13:58:58.583944+00:00
deepseek-chat,404,174,0.0,2026-05-16T13:59:14.415422+00:00
deepseek-chat,280,120,0.0,2026-05-16T13:59:23.322715+00:00
deepseek-chat,534,230,0.0,2026-05-16T14:00:08.610086+00:00
MiniMax-M2.7-highspeed,799,343,0.002029,2026-05-16T14:01:07.602225+00:00
llama-3.3-70b-versatile,218,94,0.0,2026-05-16T14:07:12.137196+00:00
deepseek-chat,429,184,0.0,2026-05-16T14:07:27.249965+00:00
deepseek-chat,258,111,0.0,2026-05-16T14:07:35.538512+00:00
MiniMax-M2.7-highspeed,910,391,0.002893,2026-05-16T14:07:38.689697+00:00
MiniMax-M2.7-highspeed,1549,665,0.005203,2026-05-16T14:07:39.434936+00:00
MiniMax-M2.7-highspeed,1548,664,0.005202,2026-05-16T14:07:46.318743+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1248,535,0.0,2026-05-16T14:08:13.818292+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,560,241,0.0,2026-05-16T14:08:23.400575+00:00
MiniMax-M2.7-highspeed,699,300,0.001692,2026-05-16T14:11:03.931321+00:00
deepseek-chat,156,67,0.0,2026-05-16T14:12:25.898344+00:00
MiniMax-M2.7-highspeed,2198,943,0.007446,2026-05-16T14:13:11.506646+00:00
MiniMax-M2.7-highspeed,482,208,0.001411,2026-05-16T14:15:03.685693+00:00
deepseek-chat,681,292,0.0,2026-05-16T14:15:19.366233+00:00
MiniMax-M2.7-highspeed,1562,670,0.005212,2026-05-16T14:15:30.006125+00:00
deepseek-chat,744,320,0.0,2026-05-16T14:15:50.327822+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T14:16:13.848863+00:00
llama-3.3-70b-versatile,175,76,0.0,2026-05-16T14:16:14.391923+00:00
MiniMax-M2.7-highspeed,1704,731,0.002661,2026-05-16T14:23:54.742541+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,940,404,0.0,2026-05-16T14:24:36.240158+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,648,279,0.0,2026-05-16T14:24:44.178304+00:00
MiniMax-M2.7-highspeed,406,175,0.000717,2026-05-16T14:34:09.413217+00:00
MiniMax-M2.7-highspeed,713,306,0.001502,2026-05-16T14:39:06.041872+00:00
llama-3.3-70b-versatile,216,93,0.0,2026-05-16T14:42:48.523166+00:00
deepseek-chat,805,346,0.0,2026-05-16T14:43:18.986835+00:00
deepseek-chat,231,100,0.0,2026-05-16T14:43:26.483828+00:00
MiniMax-M2.7-highspeed,467,201,0.000892,2026-05-16T14:44:41.761349+00:00
deepseek-chat,179,77,0.0,2026-05-16T14:46:20.687680+00:00
MiniMax-M2.7-highspeed,2277,976,0.007727,2026-05-16T14:47:10.776684+00:00
llama-3.3-70b-versatile,167,72,0.0,2026-05-16T14:49:34.752208+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,519,223,0.0,2026-05-16T14:51:33.118516+00:00
deepseek-chat,798,343,0.0,2026-05-16T14:52:04.472344+00:00
deepseek-chat,104,45,0.0,2026-05-16T14:52:25.606864+00:00
MiniMax-M2.7-highspeed,1972,846,0.003329,2026-05-16T14:54:13.771399+00:00
MiniMax-M2.7-highspeed,340,146,0.000513,2026-05-16T14:55:13.038278+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,554,238,0.0,2026-05-16T15:00:59.322047+00:00
deepseek-chat,693,297,0.0,2026-05-16T15:01:28.698566+00:00
MiniMax-M2.7-highspeed,1611,691,0.005247,2026-05-16T15:01:39.937264+00:00
MiniMax-M2.7-highspeed,1625,697,0.005257,2026-05-16T15:01:41.311914+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1224,525,0.0,2026-05-16T15:02:57.770645+00:00
MiniMax-M2.7-highspeed,434,187,0.000726,2026-05-16T15:05:45.456203+00:00
deepseek-chat,919,394,0.0,2026-05-16T15:07:08.722808+00:00
deepseek-chat,196,84,0.0,2026-05-16T15:19:41.839840+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,650,279,0.0,2026-05-16T15:20:22.312473+00:00
llama-3.3-70b-versatile,175,75,0.0,2026-05-16T15:20:23.677427+00:00
llama-3.3-70b-versatile,408,175,0.0,2026-05-16T15:20:24.898198+00:00
MiniMax-M2.7-highspeed,423,182,0.00113,2026-05-16T15:20:31.913622+00:00
MiniMax-M2.7-highspeed,461,198,0.001168,2026-05-16T15:20:32.658388+00:00
MiniMax-M2.7-highspeed,2090,896,0.007111,2026-05-16T15:20:34.997799+00:00
MiniMax-M2.7-highspeed,602,258,0.001798,2026-05-16T15:20:41.299038+00:00
deepseek-chat,601,258,0.0,2026-05-16T15:20:48.278425+00:00
MiniMax-M2.7-highspeed,1774,761,0.003285,2026-05-16T15:24:28.070094+00:00
MiniMax-M2.7-highspeed,574,246,0.001244,2026-05-16T15:26:32.778290+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,540,232,0.0,2026-05-16T15:27:25.805511+00:00
deepseek-chat,605,260,0.0,2026-05-16T15:27:52.162241+00:00
deepseek-chat,835,358,0.0,2026-05-16T15:28:24.456322+00:00
MiniMax-M2.7-highspeed,499,214,0.001406,2026-05-16T15:29:16.137656+00:00
deepseek-chat,539,232,0.0,2026-05-16T15:29:26.053231+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1175,504,0.0,2026-05-16T15:30:01.438431+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,919,394,0.0,2026-05-16T15:36:22.529039+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,527,226,0.0,2026-05-16T15:36:35.089007+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,536,230,0.0,2026-05-16T15:42:40.504646+00:00
MiniMax-M2.7-highspeed,3407,1461,0.011434,2026-05-16T15:46:43.135938+00:00
MiniMax-M2.7-highspeed,609,262,0.001132,2026-05-16T15:52:11.293207+00:00
deepseek-chat,175,76,0.0,2026-05-16T15:54:38.157528+00:00
MiniMax-M2.7-highspeed,1449,622,0.002119,2026-05-16T15:54:38.578383+00:00
MiniMax-M2.7-highspeed,847,363,0.002671,2026-05-16T15:54:58.650878+00:00
MiniMax-M2.7-highspeed,434,187,0.000775,2026-05-16T15:57:44.621727+00:00
llama-3.3-70b-versatile,195,84,0.0,2026-05-16T15:58:02.432398+00:00
deepseek-chat,247,107,0.0,2026-05-16T15:58:13.392398+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T15:58:23.395941+00:00
MiniMax-M2.7-highspeed,1465,628,0.004522,2026-05-16T15:58:39.496035+00:00
MiniMax-M2.7-highspeed,1575,675,0.005207,2026-05-16T15:58:40.496397+00:00
MiniMax-M2.7-highspeed,1595,684,0.005235,2026-05-16T15:58:40.684954+00:00
deepseek-chat,821,353,0.0,2026-05-16T15:58:44.130808+00:00
MiniMax-M2.7-highspeed,285,123,0.000318,2026-05-16T16:08:09.965615+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,651,279,0.0,2026-05-16T16:11:50.053454+00:00
MiniMax-M2.7-highspeed,1666,715,0.005286,2026-05-16T16:12:27.644125+00:00
deepseek-chat,525,225,0.0,2026-05-16T16:12:36.159413+00:00
deepseek-chat,340,146,0.0,2026-05-16T16:13:21.754828+00:00
MiniMax-M2.7-highspeed,599,258,0.001317,2026-05-16T16:13:31.249273+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,929,399,0.0,2026-05-16T16:21:47.015575+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1032,443,0.0,2026-05-16T16:22:12.726667+00:00
MiniMax-M2.7-highspeed,2079,891,0.003293,2026-05-16T16:24:57.437937+00:00
deepseek-chat,205,88,0.0,2026-05-16T16:28:32.009356+00:00
MiniMax-M2.7-highspeed,1803,773,0.006032,2026-05-16T16:29:09.002355+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,725,311,0.0,2026-05-16T16:29:23.116443+00:00
llama-3.3-70b-versatile,741,318,0.0,2026-05-16T16:29:26.291836+00:00
deepseek-chat,896,385,0.0,2026-05-16T16:29:57.858931+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,912,392,0.0,2026-05-16T16:33:33.997697+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,590,253,0.0,2026-05-16T16:36:42.225421+00:00
MiniMax-M2.7-highspeed,501,216,0.000656,2026-05-16T16:36:47.604236+00:00
deepseek-chat,725,312,0.0,2026-05-16T16:37:17.164048+00:00
MiniMax-M2.7-highspeed,424,182,0.000775,2026-05-16T16:39:11.136084+00:00
deepseek-chat,1008,433,0.0,2026-05-16T16:41:28.991215+00:00
deepseek-chat,423,182,0.0,2026-05-16T16:42:45.857847+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,1341,576,0.0,2026-05-16T16:43:27.000168+00:00
MiniMax-M2.7-highspeed,492,212,0.001028,2026-05-16T16:45:25.302703+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,577,248,0.0,2026-05-16T16:53:45.618306+00:00
llama-3.3-70b-versatile,799,343,0.0,2026-05-16T16:53:49.919786+00:00
MiniMax-M2.7-highspeed,787,338,0.001972,2026-05-16T16:54:00.909753+00:00
deepseek-chat,611,263,0.0,2026-05-16T16:54:07.747547+00:00
MiniMax-M2.7-highspeed,1929,828,0.003092,2026-05-16T16:55:12.158651+00:00
MiniMax-M2.7-highspeed,406,174,0.000714,2026-05-16T16:55:59.947245+00:00
deepseek-chat,565,243,0.0,2026-05-16T16:58:43.797526+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,529,227,0.0,2026-05-16T17:00:25.523547+00:00
MiniMax-M2.7-highspeed,611,262,0.001681,2026-05-16T17:00:38.638665+00:00
MiniMax-M2.7-highspeed,782,336,0.002291,2026-05-16T17:00:41.884381+00:00
deepseek-chat,691,297,0.0,2026-05-16T17:00:53.125468+00:00
MiniMax-M2.7-highspeed,532,228,0.000854,2026-05-16T17:01:00.718665+00:00
